parcel,address,2021_land,2021_building,2021_total,2020_land,2020_building,2020_total,lat,lng
150 D004001,17 Adelaide St,57300.0,280300.0,337600.0,57300.0,128000.0,185300.0,43.684952,-70.29073
150 D008001,25 Adelaide St,64700.0,288000.0,352700.0,64700.0,110300.0,175000.0,43.685032,-70.290378
152 C002001,33 Allen Ave,850100.0,573600.0,1423700.0,1086700.0,303500.0,1390200.0,43.688988,-70.292395
163A C016001,9 Arundel Rd,62800.0,250400.0,313200.0,62800.0,99300.0,162100.0,43.68582,-70.265647
163A C017001,15 Arundel Rd,68100.0,232200.0,300300.0,68100.0,93800.0,161900.0,43.685691,-70.265738
163A C018001,19 Arundel Rd,68000.0,248100.0,316100.0,68000.0,96000.0,164000.0,43.685577,-70.265866
163A E001001,18 Arundel Rd,62300.0,202800.0,265100.0,62300.0,100600.0,162900.0,43.685375,-70.26546
163A E002001,16 Arundel Rd,62300.0,233400.0,295700.0,62300.0,96300.0,158600.0,43.68548,-70.265354
163A E003001,12 Arundel Rd,66400.0,312700.0,379100.0,66400.0,139800.0,206200.0,43.685614,-70.265206
164 C005001,45 Alton St,69000.0,221800.0,290800.0,69000.0,91700.0,160700.0,43.682543,-70.265802
164 C007001,51 Alton St,73100.0,221000.0,294100.0,75300.0,90100.0,165400.0,43.682437,-70.265979
167 A002001,50 Alton St,66700.0,208000.0,274700.0,66700.0,88300.0,155000.0,43.682294,-70.265537
168 C007001,17 Alton St,62900.0,258300.0,321200.0,62900.0,126300.0,189200.0,43.683246,-70.264905
168 C008001,11 Alton St,65400.0,362500.0,427900.0,65400.0,126200.0,191600.0,43.683376,-70.264787
168 C013001,21 Alton St,62900.0,319600.0,382500.0,62900.0,129900.0,192800.0,43.683141,-70.265027
168 C014001,25 Alton St,65900.0,240700.0,306600.0,65900.0,114800.0,180700.0,43.683072,-70.265143
168 K001001,38 Alton St,62900.0,226500.0,289400.0,62900.0,115900.0,178800.0,43.68249,-70.265207
168 K002001,30 Alton St,71500.0,278300.0,349800.0,71500.0,122900.0,194400.0,43.682714,-70.264981
168 K004001,28 Alton St,71500.0,308300.0,379800.0,71500.0,128300.0,199800.0,43.682794,-70.264856
168 K006001,16 Alton St,71500.0,291400.0,362900.0,71500.0,128200.0,199700.0,43.683107,-70.264493
168 K008001,10 Alton St,65500.0,412000.0,477500.0,65500.0,185600.0,251100.0,43.683192,-70.264328
168 K011001,42 Alton St,63800.0,221100.0,284900.0,63800.0,82900.0,146700.0,43.682376,-70.265343
168 M017001,35 Alton St,67700.0,209300.0,277000.0,67700.0,87800.0,155500.0,43.682808,-70.265494
168 M018001,41 Alton St,64600.0,220800.0,285400.0,64600.0,93200.0,157800.0,43.682675,-70.265679
172 E002001,14 Anthony Ave,72700.0,433800.0,506500.0,74300.0,195300.0,269600.0,43.692207,-70.277657
173 A001A01,1 Ashlar Ct,51140.0,204560.0,255700.0,37600.0,150300.0,187900.0,43.690098,-70.268195
173 A001A02,2 Ashlar Ct,54720.0,218880.0,273600.0,39300.0,157200.0,196500.0,43.690085,-70.268126
173 A001A03,3 Ashlar Ct,54720.0,218880.0,273600.0,39300.0,157200.0,196500.0,43.690063,-70.268057
173 A001A04,4 Ashlar Ct,51140.0,204560.0,255700.0,37600.0,150300.0,187900.0,43.690037,-70.267958
173 A001A05,5 Ashlar Ct,48180.0,192720.0,240900.0,37600.0,150300.0,187900.0,43.689812,-70.267605
173 A001A06,6 Ashlar Ct,54720.0,218880.0,273600.0,39300.0,157200.0,196500.0,43.68988,-70.267563
173 A001A07,7 Ashlar Ct,54720.0,218880.0,273600.0,39300.0,157200.0,196500.0,43.689934,-70.267521
173 A001A08,8 Ashlar Ct,51140.0,204560.0,255700.0,37600.0,150300.0,187900.0,43.689979,-70.267491
177 C014001,0 Almonte St,92200.0,318200.0,410400.0,86700.0,162100.0,248800.0,43.66762,-70.294335
178 E006001,42 Anson Rd,102400.0,317600.0,420000.0,96900.0,102700.0,199600.0,43.662878,-70.295943
178 E009001,32 Anson Rd,94100.0,297400.0,391500.0,88600.0,129200.0,217800.0,43.662815,-70.296376
178 E010001,28 Anson Rd,94100.0,241700.0,335800.0,88600.0,98300.0,186900.0,43.662789,-70.296636
178 E011001,22 Anson Rd,94100.0,316400.0,410500.0,88600.0,121000.0,209600.0,43.662755,-70.296914
178 E013001,10 Anson Rd,94100.0,341000.0,435100.0,88600.0,140700.0,229300.0,43.662713,-70.297453
178 E014001,4 Anson Rd,94800.0,389500.0,484300.0,89300.0,159900.0,249200.0,43.662708,-70.297765
179 G004001,122 Alba St,96700.0,229700.0,326400.0,91200.0,87200.0,178400.0,43.677832,-70.301624
179 G017001,108 Alba St,101500.0,253100.0,354600.0,96000.0,98000.0,194000.0,43.677549,-70.301202
179 G021001,106 Alba St,91300.0,292600.0,383900.0,85800.0,161200.0,247000.0,43.677398,-70.301098
179 G022001,100 Alba St,91300.0,244700.0,336000.0,85800.0,99800.0,185600.0,43.677359,-70.300901
179 G023001,94 Alba St,98000.0,222700.0,320700.0,92500.0,106600.0,199100.0,43.677182,-70.300642
179 G025001,88 Alba St,91300.0,232800.0,324100.0,85800.0,82300.0,168100.0,43.677085,-70.300467
179 G026001,86 Alba St,91300.0,242500.0,333800.0,85800.0,98300.0,184100.0,43.676987,-70.300359
179 H003001,117 Alba St,92600.0,287900.0,380500.0,87100.0,119000.0,206100.0,43.677963,-70.301252
179 H005001,111 Alba St,92500.0,286300.0,378800.0,87000.0,112700.0,199700.0,43.677812,-70.301039
179 H007001,109 Alba St,91500.0,248200.0,339700.0,86000.0,97700.0,183700.0,43.677732,-70.300909
179 H008001,103 Alba St,91300.0,243700.0,335000.0,85800.0,96900.0,182700.0,43.677625,-70.300813
179 H009001,101 Alba St,91300.0,202400.0,293700.0,85800.0,81400.0,167200.0,43.677537,-70.300669
179 H010001,97 Alba St,90900.0,353800.0,444700.0,85400.0,157400.0,242800.0,43.677462,-70.300488
179 H011001,89 Alba St,98000.0,294900.0,392900.0,92500.0,142300.0,234800.0,43.677281,-70.300221
179 H013001,83 Alba St,91300.0,238300.0,329600.0,85800.0,114400.0,200200.0,43.677189,-70.30009
180 E008001,76 Alba St,93800.0,164400.0,258200.0,88300.0,90100.0,178400.0,43.676769,-70.300088
180 E010001,70 Alba St,91300.0,375700.0,467000.0,85800.0,204500.0,290300.0,43.676606,-70.299805
180 E011001,66 Alba St,91300.0,309900.0,401200.0,85800.0,157600.0,243400.0,43.676492,-70.299719
180 E012001,62 Alba St,91300.0,249800.0,341100.0,85800.0,111700.0,197500.0,43.676424,-70.299528
180 E013001,58 Alba St,91300.0,318400.0,409700.0,85800.0,164400.0,250200.0,43.676317,-70.299424
180 E014001,54 Alba St,91300.0,292500.0,383800.0,85800.0,110700.0,196500.0,43.67623,-70.299233
180 E015001,74 Alba St,91300.0,228200.0,319500.0,85800.0,113600.0,199400.0,43.676669,-70.299975
182A A006001,2 Alden Cir,63400.0,278800.0,342200.0,63400.0,130800.0,194200.0,43.672438,-70.308311
182A A007001,12 Alden Cir,65200.0,317900.0,383100.0,65200.0,124800.0,190000.0,43.672239,-70.308405
182A A008001,14 Alden Cir,69500.0,318200.0,387700.0,69500.0,151900.0,221400.0,43.67204,-70.308553
182A A009001,22 Alden Cir,75600.0,356600.0,432200.0,75600.0,150800.0,226400.0,43.67201,-70.308919
182A A010001,28 Alden Cir,63900.0,298400.0,362300.0,63900.0,141300.0,205200.0,43.672117,-70.309236
182A A011001,34 Alden Cir,63900.0,365700.0,429600.0,63900.0,160400.0,224300.0,43.6722,-70.309507
182A A012001,38 Alden Cir,65000.0,296200.0,361200.0,65000.0,134100.0,199100.0,43.672275,-70.309771
182A A013001,44 Alden Cir,68500.0,275900.0,344400.0,68500.0,120200.0,188700.0,43.672339,-70.309972
182A A014001,50 Alden Cir,72500.0,406200.0,478700.0,64500.0,208500.0,273000.0,43.672608,-70.31007
182A A015001,54 Alden Cir,68500.0,251600.0,320100.0,68500.0,94700.0,163200.0,43.672814,-70.310162
182A A016001,60 Alden Cir,68300.0,287900.0,356200.0,68300.0,144400.0,212700.0,43.673012,-70.310135
182A A017001,66 Alden Cir,65100.0,320900.0,386000.0,65100.0,133400.0,198500.0,43.673181,-70.30994
182A A018001,70 Alden Cir,64800.0,414300.0,479100.0,64800.0,158500.0,223300.0,43.67335,-70.309777
182A A019001,76 Alden Cir,66500.0,346000.0,412500.0,66500.0,143400.0,209900.0,43.673483,-70.30955
182A A020001,80 Alden Cir,71700.0,385600.0,457300.0,71700.0,165100.0,236800.0,43.673505,-70.309222
182A A021001,84 Alden Cir,66200.0,270300.0,336500.0,66200.0,136500.0,202700.0,43.673377,-70.308946
182A B001001,3 Alden Cir,63300.0,316900.0,380200.0,63300.0,154200.0,217500.0,43.672596,-70.308737
182A B003001,89 Alden Cir,67200.0,314000.0,381200.0,67200.0,132400.0,199600.0,43.672979,-70.309105
182A B004001,85 Alden Cir,62500.0,229400.0,291900.0,62500.0,94300.0,156800.0,43.673153,-70.309313
182A B005001,65 Alden Cir,62500.0,279700.0,342200.0,62500.0,128100.0,190600.0,43.673024,-70.309494
182A B006001,49 Alden Cir,65100.0,285800.0,350900.0,65100.0,149800.0,214900.0,43.672784,-70.30964
182A B007001,39 Alden Cir,67500.0,387300.0,454800.0,67500.0,145600.0,213100.0,43.672602,-70.30945
182A B008001,29 Alden Cir,66200.0,253500.0,319700.0,66200.0,126600.0,192800.0,43.672474,-70.309162
182A B009001,25 Alden Cir,64700.0,348100.0,412800.0,64700.0,159200.0,223900.0,43.672415,-70.308904
188 B017001,3 Anson Rd,94100.0,357000.0,451100.0,88600.0,124700.0,213300.0,43.662316,-70.297651
188 B018001,9 Anson Rd,94600.0,386800.0,481400.0,89100.0,183500.0,272600.0,43.662373,-70.297384
188 B019001,15 Anson Rd,96800.0,301600.0,398400.0,91300.0,109800.0,201100.0,43.662428,-70.297105
188 B020001,19 Anson Rd,95000.0,347700.0,442700.0,89500.0,153000.0,242500.0,43.662421,-70.296882
188 B021001,25 Anson Rd,97300.0,446600.0,543900.0,91800.0,195100.0,286900.0,43.662443,-70.296643
188 B022001,31 Anson Rd,94000.0,291500.0,385500.0,88500.0,126200.0,214700.0,43.662513,-70.296419
188 B023001,37 Anson Rd,94000.0,402900.0,496900.0,88500.0,161800.0,250300.0,43.662543,-70.296109
188 B024001,43 Anson Rd,98300.0,345900.0,444200.0,92800.0,74500.0,167300.0,43.662577,-70.295868
238A B004001,10 Andover Rd,323200.0,2076800.0,2400000.0,199300.0,1046100.0,1245400.0,43.652703,-70.338636
259 B045001,24 Albion St,77100.0,288100.0,365200.0,54500.0,126400.0,180900.0,43.67157,-70.312616
294 C028001,25 Avalon Rd,70400.0,291000.0,361400.0,70400.0,115100.0,185500.0,43.691224,-70.300422
294 C029001,17 Avalon Rd,65800.0,304900.0,370700.0,65800.0,148700.0,214500.0,43.691389,-70.300237
294 C042001,9 Avalon Ter,61600.0,217000.0,278600.0,61600.0,89500.0,151100.0,43.690718,-70.301476
294 C043001,13 Avalon Ter,70100.0,211100.0,281200.0,70100.0,85000.0,155100.0,43.690778,-70.301755
294 C044001,17 Avalon Ter,63400.0,192900.0,256300.0,63400.0,82500.0,145900.0,43.690717,-70.30199
294 C045001,16 Avalon Ter,69200.0,210400.0,279600.0,69200.0,85300.0,154500.0,43.690473,-70.302084
294 C046001,12 Avalon Ter,67500.0,207400.0,274900.0,67500.0,97600.0,165100.0,43.690317,-70.301907
294 C074001,13 Avalon Rd,64100.0,224600.0,288700.0,64100.0,123400.0,187500.0,43.691552,-70.300097
294 D004001,12 Avalon Rd,58700.0,203100.0,261800.0,58700.0,111400.0,170100.0,43.691359,-70.299654
294 D009001,36 Avalon Rd,63100.0,350700.0,413800.0,63100.0,128100.0,191200.0,43.690743,-70.300394
294 D011001,40 Avalon Rd,63200.0,329200.0,392400.0,63200.0,158800.0,222000.0,43.690654,-70.300529
309 D038001,79 Aldworth St,65500.0,150100.0,215600.0,65500.0,87000.0,152500.0,43.696975,-70.315323
309 D042001,78 Aldworth St,64300.0,235100.0,299400.0,64300.0,113600.0,177900.0,43.696881,-70.314917
309 D045001,68 Aldworth St,63700.0,313800.0,377500.0,63700.0,141700.0,205400.0,43.697061,-70.314543
309 D048001,60 Aldworth St,62100.0,128200.0,190300.0,62100.0,58000.0,120100.0,43.697324,-70.314381
309 D051001,56 Aldworth St,62000.0,323100.0,385100.0,62000.0,166900.0,228900.0,43.697368,-70.314168
309 D053001,52 Aldworth St,62100.0,343600.0,405700.0,62100.0,157200.0,219300.0,43.697526,-70.314048
309 D055001,40 Aldworth St,62200.0,267300.0,329500.0,62200.0,100900.0,163100.0,43.69774,-70.313838
309 D058001,38 Aldworth St,60200.0,202600.0,262800.0,60200.0,96900.0,157100.0,43.697918,-70.313631
309 F005001,3 Aldworth St,61000.0,233300.0,294300.0,61000.0,103800.0,164800.0,43.698888,-70.313038
309 F008001,21 Aldworth St,70100.0,431300.0,501400.0,70100.0,161800.0,231900.0,43.698487,-70.313482
309 F021001,15 Aldworth St,60400.0,234700.0,295100.0,60400.0,114700.0,175100.0,43.698652,-70.313279
309 F027001,29 Aldworth St,62900.0,187700.0,250600.0,62900.0,84200.0,147100.0,43.698263,-70.313763
309 F030001,39 Aldworth St,62900.0,163600.0,226500.0,62900.0,84900.0,147800.0,43.698053,-70.314019
309 F033001,45 Aldworth St,62900.0,237000.0,299900.0,62900.0,98200.0,161100.0,43.697898,-70.314183
309 F036001,55 Aldworth St,62900.0,292200.0,355100.0,62900.0,134300.0,197200.0,43.697647,-70.314494
309 G008001,10 Aldworth St,61300.0,269100.0,330400.0,61300.0,114000.0,175300.0,43.698558,-70.312745
309 H005001,30 Aldworth St,60500.0,271900.0,332400.0,60500.0,124100.0,184600.0,43.698105,-70.313374
340 D010001,14 Arthur St,66800.0,290200.0,357000.0,66800.0,130700.0,197500.0,43.694186,-70.300998
340 D012001,18 Arthur St,59800.0,271900.0,331700.0,59800.0,126600.0,186400.0,43.694288,-70.301118
340 D013001,20 Arthur St,59900.0,302600.0,362500.0,59900.0,130400.0,190300.0,43.694368,-70.301237
340 D014001,24 Arthur St,60800.0,299500.0,360300.0,60800.0,141900.0,202700.0,43.694479,-70.301358
340 D015001,28 Arthur St,59200.0,234600.0,293800.0,59200.0,108800.0,168000.0,43.694599,-70.301484
340 M020001,33 Arthur St,58000.0,240000.0,298000.0,58000.0,94600.0,152600.0,43.694937,-70.301373
340 M035001,11 Arthur St,66800.0,420200.0,487000.0,66800.0,172600.0,239400.0,43.694423,-70.300736
340 M037001,17 Arthur St,59700.0,215700.0,275400.0,59700.0,111000.0,170700.0,43.694544,-70.300819
340 M038001,19 Arthur St,59700.0,205800.0,265500.0,59700.0,93600.0,153300.0,43.694637,-70.300945
340 M039001,25 Arthur St,66000.0,248000.0,314000.0,66000.0,102100.0,168100.0,43.694754,-70.301061
342 B001001,50 Allen Ave,308900.0,2346000.0,2654900.0,180600.0,1121600.0,1302200.0,43.690478,-70.293585
342 B003001,134 Allen Ave,64400.0,358900.0,423300.0,81600.0,141100.0,222700.0,43.693338,-70.292777
342 B004001,144 Allen Ave,60800.0,303600.0,364400.0,71700.0,123400.0,195100.0,43.693574,-70.292645
342 B007001,70 Allen Ave,62800.0,533000.0,595800.0,77000.0,239700.0,316700.0,43.69113,-70.293356
342 B009001,88 Allen Ave,61300.0,290700.0,352000.0,72900.0,131800.0,204700.0,43.691698,-70.29323
342 B011001,94 Allen Ave,59800.0,427700.0,487500.0,70300.0,216300.0,286600.0,43.691947,-70.293162
342 B014001,120 Allen Ave,53300.0,510500.0,563800.0,62800.0,219400.0,282200.0,43.692662,-70.292968
342 B016001,124 Allen Ave,57200.0,419300.0,476500.0,67200.0,208600.0,275800.0,43.692937,-70.292908
342 B017001,130 Allen Ave,60800.0,570300.0,631100.0,71700.0,232300.0,304000.0,43.693126,-70.292856
342 B019001,108 Allen Ave,57100.0,252600.0,309700.0,67100.0,120500.0,187600.0,43.692481,-70.292972
342 B020001,82 Allen Ave,62900.0,390700.0,453600.0,77500.0,204700.0,282200.0,43.691519,-70.293421
342 B066001,64 Allen Ave,63700.0,497300.0,561000.0,79700.0,181000.0,260700.0,43.690994,-70.293465
343 B019001,152 Allen Ave,61600.0,615200.0,676800.0,73700.0,287000.0,360700.0,43.693872,-70.292613
343 B021001,160 Allen Ave,53900.0,224300.0,278200.0,63400.0,106700.0,170100.0,43.694111,-70.292508
343 B022001,166 Allen Ave,54400.0,397700.0,452100.0,64000.0,155300.0,219300.0,43.694308,-70.292499
343 B023001,168 Allen Ave,54100.0,200000.0,254100.0,63700.0,89300.0,153000.0,43.694448,-70.292455
343 B024001,164 Allen Ave,67500.0,460900.0,528400.0,90000.0,237000.0,327000.0,43.694537,-70.293101
343 C013001,196 Allen Ave,3459200.0,25414400.0,28873600.0,2195400.0,15442500.0,17637900.0,43.697336,-70.293942
343 C015001,246 Allen Ave,65200.0,386700.0,451900.0,83700.0,174900.0,258600.0,43.696873,-70.290743
343 D001001,169 Allen Ave,58400.0,252200.0,310600.0,68700.0,110900.0,179600.0,43.694154,-70.291907
343 D002001,181 Allen Ave,63500.0,647600.0,711100.0,79200.0,248800.0,328000.0,43.694648,-70.291645
343 D003001,193 Allen Ave,63700.0,267200.0,330900.0,79700.0,113800.0,193500.0,43.695104,-70.291499
343 D004001,199 Allen Ave,64100.0,451300.0,515400.0,80900.0,202600.0,283500.0,43.695286,-70.291323
343 D006001,205 Allen Ave,66200.0,714400.0,780600.0,86500.0,350100.0,436600.0,43.695343,-70.291039
343 D009001,219 Allen Ave,77800.0,445700.0,523500.0,89600.0,251300.0,340900.0,43.695595,-70.290306
343 D010001,235 Allen Ave,63100.0,228900.0,292000.0,77900.0,127300.0,205200.0,43.696163,-70.290598
343 D013A01,237 Allen Ave,36240.0,144960.0,181200.0,29200.0,116700.0,145900.0,43.695957,-70.289967
343 D013B03,237 Allen Ave,42700.0,170800.0,213500.0,28900.0,115700.0,144600.0,43.695957,-70.289967
343 D013B04,237 Allen Ave,41100.0,164400.0,205500.0,27800.0,111100.0,138900.0,43.695957,-70.289967
343 D013B05,237 Allen Ave,41100.0,164400.0,205500.0,27800.0,111100.0,138900.0,43.695957,-70.289967
343 D013C06,237 Allen Ave,43380.0,173520.0,216900.0,29400.0,117600.0,147000.0,43.695957,-70.289967
343 D013C07,237 Allen Ave,41100.0,164400.0,205500.0,27800.0,111100.0,138900.0,43.695957,-70.289967
343 D013C08,237 Allen Ave,41100.0,164400.0,205500.0,28100.0,112400.0,140500.0,43.695957,-70.289967
343 D013D09,237 Allen Ave,41800.0,167200.0,209000.0,28300.0,113100.0,141400.0,43.695957,-70.289967
343 D013D11,237 Allen Ave,41800.0,167200.0,209000.0,28300.0,113100.0,141400.0,43.695957,-70.289967
343 D014001,241 Allen Ave,62600.0,214100.0,276700.0,76700.0,82500.0,159200.0,43.696532,-70.290258
343 D015001,247 Allen Ave,62800.0,652000.0,714800.0,77200.0,214900.0,292100.0,43.696651,-70.289959
343 D017001,211 Allen Ave,83700.0,371000.0,454700.0,95800.0,149400.0,245200.0,43.69567,-70.290804
343 D019001,221 Allen Ave,58400.0,298400.0,356800.0,68700.0,110300.0,179000.0,43.695924,-70.29074
343 D020001,183 Allen Ave,65100.0,449300.0,514400.0,83500.0,192500.0,276000.0,43.694836,-70.291674
343 D022001,171 Allen Ave,66800.0,288900.0,355700.0,88200.0,142600.0,230800.0,43.694339,-70.291831
344 B006001,4 Abbott St,64500.0,326600.0,391100.0,64500.0,146500.0,211000.0,43.697945,-70.288303
344 B008001,285 Allen Ave,56600.0,297600.0,354200.0,66500.0,100900.0,167400.0,43.697859,-70.289319
344 B009001,295 Allen Ave,63900.0,475300.0,539200.0,74800.0,228800.0,303600.0,43.698179,-70.289133
344 B010001,301 Allen Ave,56400.0,370500.0,426900.0,66400.0,166700.0,233100.0,43.698348,-70.289035
344 B011001,307 Allen Ave,55200.0,240300.0,295500.0,64900.0,107500.0,172400.0,43.698559,-70.288886
344 B012001,22 Abbott St,64400.0,335600.0,400000.0,64400.0,161400.0,225800.0,43.698444,-70.288735
344 B013001,14 Abbott St,62800.0,254800.0,317600.0,62800.0,109000.0,171800.0,43.698247,-70.288658
344 B014001,10 Abbott St,65600.0,330000.0,395600.0,65600.0,172100.0,237700.0,43.698141,-70.288475
344 C001001,3 Abbott St,64100.0,396900.0,461000.0,64100.0,187600.0,251700.0,43.698093,-70.287921
344 C010001,327 Allen Ave,56700.0,225500.0,282200.0,120800.0,80400.0,201200.0,43.699127,-70.288452
344 C011001,321 Allen Ave,210800.0,161200.0,372000.0,120400.0,90300.0,210700.0,43.698856,-70.288509
344 C012001,25 Abbott St,67800.0,605400.0,673200.0,67800.0,274800.0,342600.0,43.698757,-70.288379
344 C013001,19 Abbott St,70800.0,356900.0,427700.0,70800.0,163600.0,234400.0,43.698629,-70.288349
344 C016001,7 Abbott St,64100.0,306600.0,370700.0,64100.0,128100.0,192200.0,43.698187,-70.288024
344 D001001,260 Allen Ave,57300.0,313400.0,370700.0,67400.0,109200.0,176600.0,43.697273,-70.290417
344 E002001,278 Allen Ave,55800.0,220200.0,276000.0,65600.0,98500.0,164100.0,43.697795,-70.29
344 E004001,292 Allen Ave,63900.0,217500.0,281400.0,74800.0,111200.0,186000.0,43.69824,-70.289711
344 E007001,308 Allen Ave,55100.0,285700.0,340800.0,64900.0,150500.0,215400.0,43.698704,-70.289424
344 E008001,340 Allen Ave,412700.0,3573600.0,3986300.0,589500.0,2068800.0,2658300.0,43.699605,-70.288929
344 E040001,320 Allen Ave,566900.0,857000.0,1423900.0,485900.0,766000.0,1251900.0,43.699141,-70.28921
351 A050001,25 Abner Ln,151900.0,304000.0,455900.0,96500.0,228000.0,324500.0,43.708748,-70.297967
353 A014001,11 Allison Ave,72800.0,463100.0,535900.0,74500.0,228900.0,303400.0,43.712218,-70.300219
